"nationality","response","year"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
"France","non-atheist","2012"
