"nationality","response","year"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","atheist","2005"
"Germany","non-atheist","2005"
"Germany","atheist","2005"
"Germany","atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","atheist","2005"
"Germany","atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Germany","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Netherlands","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
"Austria","non-atheist","2005"
