"city","type","bed","bath","garage","sqft","pool","price"
"Long Beach","SFR",2,1,"1",744,"N",209000
"Long Beach","SFR",2,1,"1",764,"N",149900
"Long Beach","SFR",2,1,"1",766,"N",2e+05
"Long Beach","SFR",2,1,"1",796,"N",150000
"Long Beach","SFR",2,1,"1",800,"N",209000
"Long Beach","SFR",2,1,"1",800,"N",220000
"Long Beach","SFR",2,1,"1",804,"N",389000
"Long Beach","SFR",2,1,"1",815,"N",130000
"Long Beach","SFR",2,1,"1",816,"N",219850
"Long Beach","SFR",2,1,"1",825,"N",129000
"Long Beach","SFR",2,1,"1",829,"N",260000
"Long Beach","SFR",2,1,"1",850,"N",210000
"Long Beach","SFR",2,1,"1",852,"N",130000
"Long Beach","SFR",2,1,"1",856,"N",180000
"Long Beach","SFR",2,1,"1",864,"N",209900
"Long Beach","SFR",2,1,"1",864,"N",450000
"Long Beach","SFR",2,1,"1",868,"N",280000
"Long Beach","SFR",2,1,"1",870,"N",159000
"Long Beach","SFR",2,1,"1",884,"N",154300
"Long Beach","SFR",2,1,"1",888,"N",220000
"Long Beach","SFR",2,1,"1",892,"N",369900
"Long Beach","SFR",2,1,"1",908,"N",4e+05
"Long Beach","SFR",2,1,"1",938,"N",190000
"Long Beach","SFR",2,1,"1",940,"N",399000
"Long Beach","SFR",2,1,"1",954,"N",275000
"Long Beach","SFR",2,1,"1",959,"N",649990
"Long Beach","SFR",2,1,"1",960,"N",315000
"Long Beach","SFR",2,1,"1",982,"N",268900
"Long Beach","SFR",2,1,"1",1062,"N",199000
"Long Beach","SFR",2,1,"1",1068,"N",169900
"Long Beach","SFR",2,1,"1",1090,"N",180000
"Long Beach","SFR",2,1,"1",1104,"N",165000
"Long Beach","SFR",2,1,"1",1134,"N",3e+05
"Long Beach","SFR",2,1,"1",1176,"N",290000
"Long Beach","SFR",2,1,"1",1180,"N",549000
"Long Beach","SFR",2,1,"1",1200,"N",749000
"Long Beach","SFR",2,1,"1",1317,"N",215000
"Long Beach","SFR",2,1,"1",1444,"N",195000
"Long Beach","SFR",2,1,"2",672,"N",185000
"Long Beach","SFR",2,1,"2",696,"N",269900
"Long Beach","SFR",2,1,"2",704,"N",180000
"Long Beach","SFR",2,1,"2",720,"N",160000
"Long Beach","SFR",2,1,"2",724,"N",190000
"Long Beach","SFR",2,1,"2",750,"N",175000
"Long Beach","SFR",2,1,"2",756,"N",195000
"Long Beach","SFR",2,1,"2",760,"N",219900
"Long Beach","SFR",2,1,"2",768,"N",199000
"Long Beach","SFR",2,1,"2",789,"N",225000
"Long Beach","SFR",2,1,"2",803,"N",220000
"Long Beach","SFR",2,1,"2",808,"N",389000
"Long Beach","SFR",2,1,"2",812,"N",229900
"Long Beach","SFR",2,1,"2",842,"N",135000
"Long Beach","SFR",2,1,"2",858,"N",469900
"Long Beach","SFR",2,1,"2",861,"N",299999
"Long Beach","SFR",2,1,"2",863,"N",345000
"Long Beach","SFR",2,1,"2",874,"N",149999
"Long Beach","SFR",2,1,"2",887,"N",399900
"Long Beach","SFR",2,1,"2",887,"N",459000
"Long Beach","SFR",2,1,"2",894,"N",180000
"Long Beach","SFR",2,1,"2",900,"N",260000
"Long Beach","SFR",2,1,"2",903,"N",209900
"Long Beach","SFR",2,1,"2",908,"N",245000
"Long Beach","SFR",2,1,"2",914,"N",189000
"Long Beach","SFR",2,1,"2",916,"N",260000
"Long Beach","SFR",2,1,"2",928,"N",135000
"Long Beach","SFR",2,1,"2",928,"N",199000
"Long Beach","SFR",2,1,"2",929,"N",386900
"Long Beach","SFR",2,1,"2",935,"N",259000
"Long Beach","SFR",2,1,"2",940,"N",289000
"Long Beach","SFR",2,1,"2",948,"N",215000
"Long Beach","SFR",2,1,"2",952,"N",199000
"Long Beach","SFR",2,1,"2",956,"N",389990
"Long Beach","SFR",2,1,"2",957,"N",350000
"Long Beach","SFR",2,1,"2",960,"N",199000
"Long Beach","SFR",2,1,"2",967,"N",209800
"Long Beach","SFR",2,1,"2",976,"N",275000
"Long Beach","SFR",2,1,"2",986,"N",229900
"Long Beach","SFR",2,1,"2",988,"N",155000
"Long Beach","SFR",2,1,"2",998,"N",477900
"Long Beach","SFR",2,1,"2",999,"N",349900
"Long Beach","SFR",2,1,"2",1000,"N",156750
"Long Beach","SFR",2,1,"2",1012,"N",425000
"Long Beach","SFR",2,1,"2",1030,"N",320000
"Long Beach","SFR",2,1,"2",1030,"N",379000
"Long Beach","SFR",2,1,"2",1036,"N",310000
"Long Beach","SFR",2,1,"2",1042,"N",299000
"Long Beach","SFR",2,1,"2",1060,"N",260000
"Long Beach","SFR",2,1,"2",1064,"N",299000
"Long Beach","SFR",2,1,"2",1092,"N",419900
"Long Beach","SFR",2,1,"2",1093,"N",240000
"Long Beach","SFR",2,1,"2",1098,"N",250000
"Long Beach","SFR",2,1,"2",1116,"N",350000
"Long Beach","SFR",2,1,"2",1121,"N",259900
"Long Beach","SFR",2,1,"2",1122,"N",499900
"Long Beach","SFR",2,1,"2",1128,"N",429000
"Long Beach","SFR",2,1,"2",1138,"N",296900
"Long Beach","SFR",2,1,"2",1140,"N",289000
"Long Beach","SFR",2,1,"2",1149,"N",330000
"Long Beach","SFR",2,1,"2",1176,"N",434000
"Long Beach","SFR",2,1,"2",1178,"N",340000
"Long Beach","SFR",2,1,"2",1182,"N",249999
"Long Beach","SFR",2,1,"2",1200,"N",349900
"Long Beach","SFR",2,1,"2",1210,"N",187900
"Long Beach","SFR",2,1,"2",1247,"N",449999
"Long Beach","SFR",2,1,"2",1250,"N",1049900
"Long Beach","SFR",2,1,"2",1262,"N",649900
"Long Beach","SFR",2,1,"2",1341,"N",270000
"Long Beach","SFR",2,1,"2",1394,"N",449000
"Long Beach","SFR",2,1,"2",1400,"N",349999
"Long Beach","SFR",2,2,"0",960,"N",249000
"Long Beach","SFR",2,2,"0",968,"N",180000
"Long Beach","SFR",2,2,"0",972,"N",195000
"Long Beach","SFR",2,2,"0",1044,"N",529000
"Long Beach","SFR",2,2,"0",1164,"N",235000
"Long Beach","SFR",2,2,"0",1375,"N",205000
"Long Beach","SFR",2,2,"1",618,"N",119000
"Long Beach","SFR",2,2,"1",775,"N",149900
"Long Beach","SFR",2,2,"1",850,"N",425000
"Long Beach","SFR",2,2,"1",864,"N",455000
"Long Beach","SFR",2,2,"1",1066,"Y",219000
"Long Beach","SFR",2,2,"1",1082,"N",210000
"Long Beach","SFR",2,2,"1",1115,"N",169000
"Long Beach","SFR",2,2,"1",1147,"N",749000
"Long Beach","SFR",2,2,"1",1186,"N",649900
"Long Beach","SFR",2,2,"1",1188,"N",380000
"Long Beach","SFR",2,2,"1",1189,"N",299000
"Long Beach","SFR",2,2,"1",1274,"N",234600
"Long Beach","SFR",2,2,"1",1303,"N",304900
"Long Beach","SFR",2,2,"1",1464,"N",225000
"Long Beach","SFR",2,2,"1",1600,"N",875000
"Long Beach","SFR",2,2,"1",1738,"N",769000
"Long Beach","SFR",2,2,"2",924,"N",189000
"Long Beach","SFR",2,2,"2",936,"N",369000
"Long Beach","SFR",2,2,"2",955,"N",220000
"Long Beach","SFR",2,2,"2",1002,"N",349000
"Long Beach","SFR",2,2,"2",1013,"N",279900
"Long Beach","SFR",2,2,"2",1124,"N",458000
"Long Beach","SFR",2,2,"2",1135,"Y",325000
"Long Beach","SFR",2,2,"2",1176,"N",330000
"Long Beach","SFR",2,2,"2",1216,"N",410000
"Long Beach","SFR",2,2,"2",1303,"N",1498000
"Long Beach","SFR",2,2,"2",1312,"N",450000
"Long Beach","SFR",2,2,"2",1341,"N",319900
"Long Beach","SFR",2,2,"2",1380,"N",735000
"Long Beach","SFR",2,2,"2",1394,"N",575000
"Long Beach","SFR",2,2,"2",1419,"N",260900
"Long Beach","SFR",2,2,"2",1430,"N",442000
"Long Beach","SFR",2,2,"2",1488,"N",408000
"Long Beach","SFR",2,2,"2",1493,"N",574900
"Long Beach","SFR",2,2,"2",1581,"N",280000
"Long Beach","SFR",2,2,"2",1666,"N",349000
"Long Beach","SFR",2,3,"1",1126,"N",270000
"Long Beach","SFR",2,3,"1",2056,"N",875000
"Long Beach","SFR",2,3,"2",1816,"N",459000
"Long Beach","SFR",2,3,"2",2148,"N",524900
"Long Beach","SFR",3,1,"0",707,"N",180000
"Long Beach","SFR",3,1,"0",951,"N",5e+05
"Long Beach","SFR",3,1,"0",956,"N",174800
"Long Beach","SFR",3,1,"0",1000,"N",193100
"Long Beach","SFR",3,1,"0",1012,"N",361000
"Long Beach","SFR",3,1,"0",1068,"N",144900
"Long Beach","SFR",3,1,"0",1165,"N",199900
"Long Beach","SFR",3,1,"0",1298,"N",229000
"Long Beach","SFR",3,1,"1",820,"N",239000
"Long Beach","SFR",3,1,"1",849,"N",190000
"Long Beach","SFR",3,1,"1",902,"N",435000
"Long Beach","SFR",3,1,"1",918,"N",159900
"Long Beach","SFR",3,1,"1",1000,"N",539000
"Long Beach","SFR",3,1,"1",1002,"N",230000
"Long Beach","SFR",3,1,"1",1056,"N",240000
"Long Beach","SFR",3,1,"1",1098,"N",219900
"Long Beach","SFR",3,1,"1",1122,"N",225000
"Long Beach","SFR",3,1,"1",1205,"N",439000
"Long Beach","SFR",3,1,"1",1330,"N",279000
"Long Beach","SFR",3,1,"1",1368,"N",255000
"Long Beach","SFR",3,1,"1",1500,"N",275000
"Long Beach","SFR",3,1,"2",946,"N",395000
"Long Beach","SFR",3,1,"2",960,"N",174900
"Long Beach","SFR",3,1,"2",964,"N",275000
"Long Beach","SFR",3,1,"2",966,"N",190000
"Long Beach","SFR",3,1,"2",972,"N",330000
"Long Beach","SFR",3,1,"2",980,"N",409999
"Long Beach","SFR",3,1,"2",990,"N",275000
"Long Beach","SFR",3,1,"2",1003,"N",390000
"Long Beach","SFR",3,1,"2",1003,"N",390000
"Long Beach","SFR",3,1,"2",1004,"N",380000
"Long Beach","SFR",3,1,"2",1005,"N",320000
"Long Beach","SFR",3,1,"2",1007,"N",3e+05
"Long Beach","SFR",3,1,"2",1008,"N",240000
"Long Beach","SFR",3,1,"2",1009,"N",439900
"Long Beach","SFR",3,1,"2",1030,"N",409000
"Long Beach","SFR",3,1,"2",1038,"N",270000
"Long Beach","SFR",3,1,"2",1040,"N",199900
"Long Beach","SFR",3,1,"2",1055,"N",449000
"Long Beach","SFR",3,1,"2",1064,"N",235000
"Long Beach","SFR",3,1,"2",1082,"N",249900
"Long Beach","SFR",3,1,"2",1089,"N",240000
"Long Beach","SFR",3,1,"2",1100,"N",289000
"Long Beach","SFR",3,1,"2",1152,"N",190000
"Long Beach","SFR",3,1,"2",1189,"N",297198
"Long Beach","SFR",3,1,"2",1202,"N",275000
"Long Beach","SFR",3,1,"2",1226,"N",210000
"Long Beach","SFR",3,1,"2",1232,"N",445000
"Long Beach","SFR",3,1,"2",1243,"N",610900
"Long Beach","SFR",3,1,"2",1276,"N",280000
"Long Beach","SFR",3,1,"2",1276,"N",562900
"Long Beach","SFR",3,1,"2",1339,"N",549000
"Long Beach","SFR",3,1,"2",1359,"N",399900
"Long Beach","SFR",3,1,"2",1365,"N",495000
"Long Beach","SFR",3,1,"2",1400,"N",250000
"Long Beach","SFR",3,1,"2",1453,"N",319900
"Long Beach","SFR",3,1,"2",1500,"N",225000
"Long Beach","SFR",3,1,"2",1720,"N",429900
"Long Beach","SFR",3,2,"0",899,"N",235000
"Long Beach","SFR",3,2,"0",914,"N",212900
"Long Beach","SFR",3,2,"0",1040,"N",180000
"Long Beach","SFR",3,2,"0",1102,"N",298000
"Long Beach","SFR",3,2,"0",1209,"N",229900
"Long Beach","SFR",3,2,"0",1312,"N",313900
"Long Beach","SFR",3,2,"0",1395,"N",245000
"Long Beach","SFR",3,2,"0",1400,"N",325000
"Long Beach","SFR",3,2,"0",1509,"N",399000
"Long Beach","SFR",3,2,"0",1558,"N",245000
"Long Beach","SFR",3,2,"0",1560,"N",193050
"Long Beach","SFR",3,2,"0",1624,"N",269500
"Long Beach","SFR",3,2,"0",1900,"N",365000
"Long Beach","SFR",3,2,"1",845,"N",230000
"Long Beach","SFR",3,2,"1",870,"N",189900
"Long Beach","SFR",3,2,"1",960,"N",154900
"Long Beach","SFR",3,2,"1",1045,"N",252000
"Long Beach","SFR",3,2,"1",1074,"N",417000
"Long Beach","SFR",3,2,"1",1100,"N",525000
"Long Beach","SFR",3,2,"1",1100,"N",549000
"Long Beach","SFR",3,2,"1",1138,"N",389900
"Long Beach","SFR",3,2,"1",1234,"N",375000
"Long Beach","SFR",3,2,"1",1260,"N",349900
"Long Beach","SFR",3,2,"1",1308,"N",579900
"Long Beach","SFR",3,2,"1",1344,"N",779000
"Long Beach","SFR",3,2,"1",1361,"N",579000
"Long Beach","SFR",3,2,"1",1364,"N",455000
"Long Beach","SFR",3,2,"1",1403,"N",549000
"Long Beach","SFR",3,2,"1",1408,"N",799000
"Long Beach","SFR",3,2,"1",1493,"N",475000
"Long Beach","SFR",3,2,"1",1579,"N",525000
"Long Beach","SFR",3,2,"1",1592,"N",579900
"Long Beach","SFR",3,2,"1",1732,"N",795000
"Long Beach","SFR",3,2,"1",1822,"N",390000
"Long Beach","SFR",3,2,"1",1839,"N",545000
"Long Beach","SFR",3,2,"2",988,"N",276950
"Long Beach","SFR",3,2,"2",1008,"N",225000
"Long Beach","SFR",3,2,"2",1020,"N",250000
"Long Beach","SFR",3,2,"2",1064,"N",209500
"Long Beach","SFR",3,2,"2",1121,"N",749900
"Long Beach","SFR",3,2,"2",1137,"N",349000
"Long Beach","SFR",3,2,"2",1138,"N",259000
"Long Beach","SFR",3,2,"2",1148,"N",360000
"Long Beach","SFR",3,2,"2",1162,"Y",425000
"Long Beach","SFR",3,2,"2",1171,"N",295000
"Long Beach","SFR",3,2,"2",1180,"N",410000
"Long Beach","SFR",3,2,"2",1197,"N",175000
"Long Beach","SFR",3,2,"2",1200,"N",250000
"Long Beach","SFR",3,2,"2",1200,"N",315000
"Long Beach","SFR",3,2,"2",1200,"N",429000
"Long Beach","SFR",3,2,"2",1203,"N",260000
"Long Beach","SFR",3,2,"2",1204,"N",385000
"Long Beach","SFR",3,2,"2",1206,"N",299000
"Long Beach","SFR",3,2,"2",1216,"N",240000
"Long Beach","SFR",3,2,"2",1216,"N",479900
"Long Beach","SFR",3,2,"2",1218,"N",429000
"Long Beach","SFR",3,2,"2",1218,"N",490000
"Long Beach","SFR",3,2,"2",1223,"N",320000
"Long Beach","SFR",3,2,"2",1227,"N",519000
"Long Beach","SFR",3,2,"2",1227,"N",529500
"Long Beach","SFR",3,2,"2",1227,"N",543900
"Long Beach","SFR",3,2,"2",1227,"N",549500
"Long Beach","SFR",3,2,"2",1242,"N",529950
"Long Beach","SFR",3,2,"2",1244,"N",549900
"Long Beach","SFR",3,2,"2",1260,"N",389000
"Long Beach","SFR",3,2,"2",1260,"Y",425000
"Long Beach","SFR",3,2,"2",1273,"N",290000
"Long Beach","SFR",3,2,"2",1296,"N",569000
"Long Beach","SFR",3,2,"2",1300,"N",469000
"Long Beach","SFR",3,2,"2",1300,"N",535000
"Long Beach","SFR",3,2,"2",1307,"N",325000
"Long Beach","SFR",3,2,"2",1308,"N",250000
"Long Beach","SFR",3,2,"2",1308,"N",280000
"Long Beach","SFR",3,2,"2",1317,"N",505000
"Long Beach","SFR",3,2,"2",1318,"N",395000
"Long Beach","SFR",3,2,"2",1322,"N",279900
"Long Beach","SFR",3,2,"2",1336,"N",359900
"Long Beach","SFR",3,2,"2",1339,"N",465000
"Long Beach","SFR",3,2,"2",1347,"N",435000
"Long Beach","SFR",3,2,"2",1360,"N",524900
"Long Beach","SFR",3,2,"2",1362,"N",450000
"Long Beach","SFR",3,2,"2",1362,"N",559900
"Long Beach","SFR",3,2,"2",1363,"N",320000
"Long Beach","SFR",3,2,"2",1365,"N",467000
"Long Beach","SFR",3,2,"2",1368,"N",249900
"Long Beach","SFR",3,2,"2",1375,"N",450000
"Long Beach","SFR",3,2,"2",1376,"N",315000
"Long Beach","SFR",3,2,"2",1385,"N",515000
"Long Beach","SFR",3,2,"2",1386,"N",379000
"Long Beach","SFR",3,2,"2",1393,"N",240000
"Long Beach","SFR",3,2,"2",1398,"N",499900
"Long Beach","SFR",3,2,"2",1410,"N",474900
"Long Beach","SFR",3,2,"2",1424,"N",450000
"Long Beach","SFR",3,2,"2",1425,"N",585000
"Long Beach","SFR",3,2,"2",1438,"N",329000
"Long Beach","SFR",3,2,"2",1445,"N",562000
"Long Beach","SFR",3,2,"2",1447,"N",525000
"Long Beach","SFR",3,2,"2",1472,"N",425000
"Long Beach","SFR",3,2,"2",1484,"N",7e+05
"Long Beach","SFR",3,2,"2",1484,"N",779000
"Long Beach","SFR",3,2,"2",1492,"N",459000
"Long Beach","SFR",3,2,"2",1495,"N",364000
"Long Beach","SFR",3,2,"2",1498,"N",450000
"Long Beach","SFR",3,2,"2",1500,"N",897000
"Long Beach","SFR",3,2,"2",1501,"N",569000
"Long Beach","SFR",3,2,"2",1504,"N",799999
"Long Beach","SFR",3,2,"2",1510,"N",499900
"Long Beach","SFR",3,2,"2",1511,"N",380000
"Long Beach","SFR",3,2,"2",1511,"N",495000
"Long Beach","SFR",3,2,"2",1520,"N",250000
"Long Beach","SFR",3,2,"2",1522,"N",4e+05
"Long Beach","SFR",3,2,"2",1532,"N",525000
"Long Beach","SFR",3,2,"2",1542,"N",460000
"Long Beach","SFR",3,2,"2",1548,"N",475000
"Long Beach","SFR",3,2,"2",1554,"N",450000
"Long Beach","SFR",3,2,"2",1567,"N",429000
"Long Beach","SFR",3,2,"2",1569,"N",520000
"Long Beach","SFR",3,2,"2",1580,"N",505000
"Long Beach","SFR",3,2,"2",1582,"N",285000
"Long Beach","SFR",3,2,"2",1600,"N",329900
"Long Beach","SFR",3,2,"2",1600,"N",525000
"Long Beach","SFR",3,2,"2",1608,"N",450000
"Long Beach","SFR",3,2,"2",1608,"N",475000
"Long Beach","SFR",3,2,"2",1620,"N",334900
"Long Beach","SFR",3,2,"2",1630,"N",584900
"Long Beach","SFR",3,2,"2",1631,"N",499000
"Long Beach","SFR",3,2,"2",1638,"N",439000
"Long Beach","SFR",3,2,"2",1651,"N",624900
"Long Beach","SFR",3,2,"2",1656,"N",285000
"Long Beach","SFR",3,2,"2",1656,"N",549000
"Long Beach","SFR",3,2,"2",1669,"N",565000
"Long Beach","SFR",3,2,"2",1674,"N",580000
"Long Beach","SFR",3,2,"2",1681,"N",449900
"Long Beach","SFR",3,2,"2",1693,"N",490000
"Long Beach","SFR",3,2,"2",1693,"Y",539000
"Long Beach","SFR",3,2,"2",1694,"N",355000
"Long Beach","SFR",3,2,"2",1695,"N",275000
"Long Beach","SFR",3,2,"2",1700,"N",525000
"Long Beach","SFR",3,2,"2",1703,"N",582000
"Long Beach","SFR",3,2,"2",1715,"N",545000
"Long Beach","SFR",3,2,"2",1716,"N",459900
"Long Beach","SFR",3,2,"2",1736,"N",629900
"Long Beach","SFR",3,2,"2",1753,"N",285000
"Long Beach","SFR",3,2,"2",1760,"N",289000
"Long Beach","SFR",3,2,"2",1770,"N",590000
"Long Beach","SFR",3,2,"2",1777,"N",575000
"Long Beach","SFR",3,2,"2",1786,"N",247900
"Long Beach","SFR",3,2,"2",1800,"N",835500
"Long Beach","SFR",3,2,"2",1807,"N",625000
"Long Beach","SFR",3,2,"2",1818,"N",599900
"Long Beach","SFR",3,2,"2",1852,"N",245900
"Long Beach","SFR",3,2,"2",1898,"N",450000
"Long Beach","SFR",3,2,"2",1946,"N",499000
"Long Beach","SFR",3,2,"2",1950,"N",799000
"Long Beach","SFR",3,2,"2",1991,"N",437000
"Long Beach","SFR",3,2,"2",1998,"N",529000
"Long Beach","SFR",3,2,"2",2017,"N",462000
"Long Beach","SFR",3,2,"2",2032,"N",6e+05
"Long Beach","SFR",3,2,"2",2043,"N",749000
"Long Beach","SFR",3,2,"2",2081,"N",649000
"Long Beach","SFR",3,2,"2",2196,"N",3e+05
"Long Beach","SFR",3,2,"2",2200,"N",649000
"Long Beach","SFR",3,2,"2",2204,"N",725000
"Long Beach","SFR",3,2,"2",2250,"N",675000
"Long Beach","SFR",3,2,"2",2449,"N",980000
"Long Beach","SFR",3,2,"2",2871,"N",875000
"Long Beach","SFR",3,2,"3",1696,"N",585900
"Long Beach","SFR",3,2,"4+",1732,"N",389000
"Long Beach","SFR",3,2,"4+",1938,"N",390000
"Long Beach","SFR",3,3,"0",1542,"N",215000
"Long Beach","SFR",3,3,"0",1650,"N",399000
"Long Beach","SFR",3,3,"0",1898,"N",649900
"Long Beach","SFR",3,3,"1",1023,"N",445000
"Long Beach","SFR",3,3,"1",1391,"N",249000
"Long Beach","SFR",3,3,"1",1532,"N",325000
"Long Beach","SFR",3,3,"1",1992,"N",702900
"Long Beach","SFR",3,3,"1",2118,"N",849000
"Long Beach","SFR",3,3,"2",884,"N",369000
"Long Beach","SFR",3,3,"2",1382,"N",345000
"Long Beach","SFR",3,3,"2",1410,"N",499000
"Long Beach","SFR",3,3,"2",1426,"N",359000
"Long Beach","SFR",3,3,"2",1469,"N",304920
"Long Beach","SFR",3,3,"2",1471,"N",875000
"Long Beach","SFR",3,3,"2",1619,"N",380000
"Long Beach","SFR",3,3,"2",1639,"N",629999
"Long Beach","SFR",3,3,"2",1651,"N",319777
"Long Beach","SFR",3,3,"2",1677,"N",339000
"Long Beach","SFR",3,3,"2",1778,"N",675000
"Long Beach","SFR",3,3,"2",1872,"N",580000
"Long Beach","SFR",3,3,"2",1872,"N",825000
"Long Beach","SFR",3,3,"2",1898,"N",649900
"Long Beach","SFR",3,3,"2",1951,"N",375000
"Long Beach","SFR",3,3,"2",1989,"N",595000
"Long Beach","SFR",3,3,"2",2036,"N",625000
"Long Beach","SFR",3,3,"2",2114,"N",649000
"Long Beach","SFR",3,3,"2",2144,"N",659900
"Long Beach","SFR",3,3,"2",2172,"N",849000
"Long Beach","SFR",3,3,"2",2185,"N",1599000
"Long Beach","SFR",3,3,"2",2210,"N",786000
"Long Beach","SFR",3,3,"2",2242,"N",795000
"Long Beach","SFR",3,3,"2",2274,"N",849000
"Long Beach","SFR",3,3,"2",2275,"N",470000
"Long Beach","SFR",3,3,"2",2309,"N",995000
"Long Beach","SFR",3,3,"2",2319,"N",725000
"Long Beach","SFR",3,3,"2",2323,"N",999900
"Long Beach","SFR",3,3,"2",2359,"N",990000
"Long Beach","SFR",3,3,"2",2441,"N",769000
"Long Beach","SFR",3,3,"2",2532,"N",2500000
"Long Beach","SFR",3,3,"2",2647,"N",799000
"Long Beach","SFR",3,3,"2",2806,"N",1175000
"Long Beach","SFR",3,3,"2",2829,"N",599900
"Long Beach","SFR",3,3,"2",3000,"N",879000
"Long Beach","SFR",3,3,"2",3005,"N",939000
"Long Beach","SFR",3,3,"2",3200,"N",1275000
"Long Beach","SFR",3,3,"3",2040,"N",299000
"Long Beach","SFR",3,4,"2",1092,"N",295000
"Long Beach","SFR",3,4,"2",2090,"N",2250000
"Long Beach","SFR",3,4,"2",2305,"N",1049000
"Long Beach","SFR",3,4,"2",2622,"N",509000
"Long Beach","SFR",3,4,"2",2841,"Y",1329000
"Long Beach","SFR",3,4,"2",3100,"N",1950000
"Long Beach","SFR",3,4,"2",3169,"N",525000
"Long Beach","SFR",3,4,"2",3938,"N",4125000
"Long Beach","SFR",3,4,"3",4009,"N",1695000
"Long Beach","SFR",3,5,"2",3521,"N",1149000
"Long Beach","SFR",3,5,"2",3528,"N",2425000
"Long Beach","SFR",3,5,"2",4347,"N",1495000
"Long Beach","SFR",3,5,"3",6750,"N",3800000
"Long Beach","SFR",4,2,"0",1309,"N",273000
"Long Beach","SFR",4,2,"0",1400,"N",599000
"Long Beach","SFR",4,2,"0",1532,"N",419900
"Long Beach","SFR",4,2,"0",1776,"N",250000
"Long Beach","SFR",4,2,"0",1828,"N",439000
"Long Beach","SFR",4,2,"0",2023,"N",299900
"Long Beach","SFR",4,2,"0",2036,"N",295000
"Long Beach","SFR",4,2,"1",968,"N",170000
"Long Beach","SFR",4,2,"1",1042,"N",259000
"Long Beach","SFR",4,2,"1",1558,"N",385000
"Long Beach","SFR",4,2,"1",1824,"N",299000
"Long Beach","SFR",4,2,"1",2812,"N",469000
"Long Beach","SFR",4,2,"2",1160,"N",250000
"Long Beach","SFR",4,2,"2",1176,"N",239000
"Long Beach","SFR",4,2,"2",1280,"N",329000
"Long Beach","SFR",4,2,"2",1322,"N",519000
"Long Beach","SFR",4,2,"2",1330,"N",279000
"Long Beach","SFR",4,2,"2",1334,"N",409900
"Long Beach","SFR",4,2,"2",1344,"N",329000
"Long Beach","SFR",4,2,"2",1353,"N",399900
"Long Beach","SFR",4,2,"2",1369,"N",439000
"Long Beach","SFR",4,2,"2",1391,"N",290000
"Long Beach","SFR",4,2,"2",1397,"N",455000
"Long Beach","SFR",4,2,"2",1400,"N",579000
"Long Beach","SFR",4,2,"2",1418,"N",350000
"Long Beach","SFR",4,2,"2",1424,"N",310000
"Long Beach","SFR",4,2,"2",1426,"N",549000
"Long Beach","SFR",4,2,"2",1460,"N",279900
"Long Beach","SFR",4,2,"2",1492,"N",475000
"Long Beach","SFR",4,2,"2",1496,"N",425000
"Long Beach","SFR",4,2,"2",1500,"N",488888
"Long Beach","SFR",4,2,"2",1546,"N",549900
"Long Beach","SFR",4,2,"2",1548,"N",350000
"Long Beach","SFR",4,2,"2",1554,"N",490000
"Long Beach","SFR",4,2,"2",1571,"N",299900
"Long Beach","SFR",4,2,"2",1575,"N",499900
"Long Beach","SFR",4,2,"2",1594,"N",399000
"Long Beach","SFR",4,2,"2",1656,"N",535000
"Long Beach","SFR",4,2,"2",1668,"N",3e+05
"Long Beach","SFR",4,2,"2",1679,"N",489900
"Long Beach","SFR",4,2,"2",1688,"N",495000
"Long Beach","SFR",4,2,"2",1729,"Y",595000
"Long Beach","SFR",4,2,"2",1741,"N",299900
"Long Beach","SFR",4,2,"2",1761,"N",375000
"Long Beach","SFR",4,2,"2",1797,"N",549900
"Long Beach","SFR",4,2,"2",1803,"N",225800
"Long Beach","SFR",4,2,"2",1806,"N",388000
"Long Beach","SFR",4,2,"2",1852,"N",448900
"Long Beach","SFR",4,2,"2",1853,"N",499997
"Long Beach","SFR",4,2,"2",2000,"N",599997
"Long Beach","SFR",4,2,"2",2063,"N",525000
"Long Beach","SFR",4,2,"2",2116,"N",650000
"Long Beach","SFR",4,2,"2",2138,"N",689900
"Long Beach","SFR",4,2,"2",2259,"N",439900
"Long Beach","SFR",4,2,"4+",1426,"N",285000
"Long Beach","SFR",4,3,"0",2550,"N",999000
"Long Beach","SFR",4,3,"1",1956,"N",469000
"Long Beach","SFR",4,3,"1",2062,"N",549900
"Long Beach","SFR",4,3,"2",1365,"N",499000
"Long Beach","SFR",4,3,"2",1675,"N",579900
"Long Beach","SFR",4,3,"2",1768,"N",479000
"Long Beach","SFR",4,3,"2",1768,"N",565000
"Long Beach","SFR",4,3,"2",1800,"N",415000
"Long Beach","SFR",4,3,"2",1811,"N",575000
"Long Beach","SFR",4,3,"2",1811,"N",625000
"Long Beach","SFR",4,3,"2",1878,"N",529000
"Long Beach","SFR",4,3,"2",1882,"N",619000
"Long Beach","SFR",4,3,"2",1894,"N",554900
"Long Beach","SFR",4,3,"2",1901,"N",259900
"Long Beach","SFR",4,3,"2",1958,"N",449500
"Long Beach","SFR",4,3,"2",2103,"N",799900
"Long Beach","SFR",4,3,"2",2112,"N",564900
"Long Beach","SFR",4,3,"2",2143,"N",599000
"Long Beach","SFR",4,3,"2",2174,"N",249900
"Long Beach","SFR",4,3,"2",2178,"N",839000
"Long Beach","SFR",4,3,"2",2242,"Y",699800
"Long Beach","SFR",4,3,"2",2244,"N",610000
"Long Beach","SFR",4,3,"2",2287,"N",1395000
